Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Unincorporated businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
1989:Q3,TopPt1,1757168,1802302,139254,195557,305340,14873,23679,586079,537519,45133,14499,21065,9569
1989:Q3,RemainingTop1,2904273,2989040,479105,163330,590198,145079,84577,723594,803156,84766,65913,5120,13733
1989:Q3,Next9,7765864,8247017,2023859,418759,811434,1573582,453563,1015740,1950080,481153,373967,58994,48192
1989:Q3,Next40,7294829,8849696,3425336,754279,359529,1620043,398019,603923,1688567,1554867,1149188,355269,50410
1989:Q3,Bottom50,717856,1704710,825615,364255,23943,128754,54184,40285,267674,986854,607588,343758,35508
1989:Q4,TopPt1,1812476,1856293,152996,197956,318765,17537,22896,593204,552940,43817,14687,19570,9560
1989:Q4,RemainingTop1,2967283,3057994,501151,162985,602178,155545,88754,730971,816410,90712,69417,6128,15167
1989:Q4,Next9,7891125,8390273,2070883,416144,830478,1591390,472692,1025957,1982729,499148,386947,63302,48899
1989:Q4,Next40,7436835,9015852,3445677,772969,375310,1672661,416134,605852,1727250,1579017,1167130,361748,50139
1989:Q4,Bottom50,710263,1725114,823610,375530,25373,129934,55758,40843,274066,1014850,622402,358537,33911
1990:Q1,TopPt1,1795997,1838256,162793,186561,287003,20229,21579,597942,562150,42259,15383,17236,9640
1990:Q1,RemainingTop1,2951478,3047569,503707,165147,567393,165206,90013,736615,819489,96091,72748,6476,16867
1990:Q1,Next9,7866339,8387675,2049457,429028,784051,1601785,479924,1033576,2009854,521336,408800,61286,51250
1990:Q1,Next40,7521091,9114968,3446873,797664,370390,1719826,420249,606854,1753112,1593877,1194753,348053,51071
1990:Q1,Bottom50,733086,1769910,850154,388584,24674,130895,55578,41408,278616,1036823,643715,359269,33839
1990:Q2,TopPt1,1839321,1880500,173951,188712,303644,22862,20142,606627,564562,41178,16074,15559,9545
1990:Q2,RemainingTop1,3004861,3105699,522316,164441,581554,175256,92308,743866,825959,100839,75625,7154,18060
1990:Q2,Next9,7955558,8499205,2085970,425262,807028,1615241,499613,1044509,2021581,543647,428662,62897,52088
1990:Q2,Next40,7638761,9252765,3469957,814924,387934,1769313,430691,608581,1771366,1614004,1217147,346083,50774
1990:Q2,Bottom50,711587,1769532,832969,399048,26279,131935,55910,41966,281425,1057944,658409,367019,32516
1990:Q3,TopPt1,1777413,1817040,186736,172447,217746,25522,18777,616828,578984,39627,16420,13989,9218
1990:Q3,RemainingTop1,2946033,3051353,527081,166702,487174,184728,91677,751457,842534,105321,78902,7982,18437
1990:Q3,Next9,7855169,8414712,2072757,437733,677728,1623305,493324,1056496,2053369,559543,443603,65534,50406
1990:Q3,Next40,7707109,9338704,3500067,832288,355534,1814873,424612,610396,1800934,1631596,1235862,347056,48678
1990:Q3,Bottom50,742667,1821934,876084,406984,22810,132813,54677,42520,286047,1079267,672479,377742,29046
1990:Q4,TopPt1,1866701,1904675,197089,162074,268122,28146,18057,621820,609366,37973,16326,12319,9328
1990:Q4,RemainingTop1,3031977,3143938,529308,167824,536477,194473,96240,755733,863883,111961,82834,8828,20299
1990:Q4,Next9,7990024,8563163,2054271,444544,750924,1633481,514311,1063064,2102567,573138,452598,67819,52721
1990:Q4,Next40,7816600,9463486,3460919,849139,390546,1862058,444559,610522,1845743,1646886,1250812,346619,49455
1990:Q4,Bottom50,767184,1872029,904808,415460,26143,133744,56466,43092,292315,1104844,687241,388806,28797
1991:Q1,TopPt1,1953610,1989503,207407,161560,345560,30763,17732,617085,609396,35893,16314,10118,9461
1991:Q1,RemainingTop1,3129449,3247042,539273,167271,612111,204224,102310,754154,867700,117593,86559,9087,21947
1991:Q1,Next9,8136421,8717798,2063679,443728,861585,1643443,537113,1059705,2108546,581377,462030,64956,54391
1991:Q1,Next40,7952651,9597556,3435771,868369,437348,1909154,471171,607765,1867979,1644906,1264760,330207,49939
1991:Q1,Bottom50,776668,1892578,901273,426857,30809,134662,59219,43705,296053,1115910,700028,387839,28043
1991:Q2,TopPt1,1947039,1981677,218891,153448,341295,33357,16717,618064,599904,34637,16962,8441,9234
1991:Q2,RemainingTop1,3140353,3262409,549884,167561,602236,214240,104928,755134,868427,122056,89566,9661,22829
1991:Q2,Next9,8128836,8730552,2069490,446228,852340,1655507,549043,1061287,2096657,601717,481469,65458,54790
1991:Q2,Next40,8029468,9690324,3450601,882456,445501,1957864,481587,606196,1866119,1660856,1287203,324457,49196
1991:Q2,Bottom50,779989,1915051,913945,434005,31443,135634,59865,44305,295854,1135062,715451,393289,26322
1991:Q3,TopPt1,1977370,2011469,231106,136010,380084,35961,16079,615459,596770,34099,17732,6997,9370
1991:Q3,RemainingTop1,3190209,3316417,552163,169482,635986,224199,109735,753595,871257,126208,91093,10202,24913
1991:Q3,Next9,8190658,8813178,2049595,458453,904862,1666862,568871,1058795,2105740,622520,496977,66620,58923
1991:Q3,Next40,8172979,9841231,3482260,898511,473602,2006128,502550,603376,1874804,1668252,1296207,320921,51124
1991:Q3,Bottom50,833161,1971213,955265,441019,34218,136580,61837,44930,297364,1138052,712494,397760,27798
1991:Q4,TopPt1,2089657,2123428,244426,127246,488798,38568,15536,607692,601162,33771,18517,5625,9629
1991:Q4,RemainingTop1,3311350,3443149,561830,169597,739697,234251,115421,748658,873695,131799,93527,11006,27266
1991:Q4,Next9,8377280,9027110,2058698,460675,1056178,1678845,593033,1050638,2129042,649830,516792,69413,63625
1991:Q4,Next40,8321764,10013401,3488489,912128,532276,2054931,528038,598913,1898626,1691636,1316127,322005,53504
1991:Q4,Bottom50,853790,2013983,977142,447801,40415,137539,64330,45592,301164,1160193,722918,407532,29743
1992:Q1,TopPt1,2069000,2102370,256799,124965,475223,41037,14361,604106,585879,33370,19886,3871,9613
1992:Q1,RemainingTop1,3313092,3446726,576508,168442,718657,246071,116477,745508,875063,133634,94173,11129,28332
1992:Q1,Next9,8339659,9011427,2083020,456664,1032395,1706500,596128,1045981,2090739,671768,541082,67229,63457
1992:Q1,Next40,8374565,10067344,3497018,926259,536765,2115222,530375,595261,1866444,1692779,1332233,307928,52618
1992:Q1,Bottom50,871834,2023311,981200,455874,40646,138945,64086,46250,296310,1151477,720902,403196,27379
1992:Q2,TopPt1,2056050,2089160,268087,120048,477557,40738,13292,603908,565530,33111,20932,2373,9806
1992:Q2,RemainingTop1,3291108,3428352,589058,167774,712931,228970,119263,743737,866618,137244,95275,11658,30311
1992:Q2,Next9,8390655,9086376,2096706,456683,1030509,1778453,610289,1044088,2069648,695721,560777,68232,66712
1992:Q2,Next40,8465545,10167959,3511808,943305,548198,2163746,541904,592208,1866790,1702414,1345180,303240,53994
1992:Q2,Bottom50,887271,2041225,982394,465411,41648,142627,64817,46904,297423,1153954,719080,406829,28045
1992:Q3,TopPt1,2081689,2113776,281274,97659,512045,40476,12519,610192,559610,32087,21472,860,9755
1992:Q3,RemainingTop1,3312928,3455263,590069,170055,738991,211633,123780,745078,875657,142335,98294,12457,31584
1992:Q3,Next9,8505514,9221581,2076497,472515,1073705,1850172,630375,1048046,2070272,716067,577951,70424,67692
1992:Q3,Next40,8618477,10339435,3564037,959598,573610,2211896,561860,590533,1877902,1720959,1365308,301893,53758
1992:Q3,Bottom50,953281,2129059,1052111,471897,44226,146304,66608,47532,300380,1175777,732854,416299,26624
1992:Q4,TopPt1,2212047,2244083,280389,102917,601019,37499,13056,602727,606477,32036,21158,888,9990
1992:Q4,RemainingTop1,3446674,3590969,591714,171010,858533,205450,129607,759615,875041,144295,100877,12312,31106
1992:Q4,Next9,8697673,9413162,2090116,474943,1194809,1927170,650719,1030121,2045284,715489,579533,71092,64864
1992:Q4,Next40,8749873,10491769,3607461,962045,608689,2254789,581761,589110,1887914,1741896,1378090,309387,54419
1992:Q4,Bottom50,967181,2190041,1082524,482554,49295,147309,73405,48704,306251,1222860,761244,431089,30527
1993:Q1,TopPt1,2318921,2350493,275281,133481,629093,34774,14106,613139,650619,31572,20736,405,10431
1993:Q1,RemainingTop1,3530375,3675857,608253,167117,916554,196667,137432,784194,865640,145482,102698,11405,31379
1993:Q1,Next9,8823335,9528942,2154141,450218,1229313,1982081,674330,1028849,2010009,705607,575329,65645,64633
1993:Q1,Next40,8800533,10535301,3598473,961086,617586,2281420,610856,591909,1873971,1734768,1379111,298728,56929
1993:Q1,Bottom50,920552,2165309,1033957,494711,51389,147672,81399,49780,306401,1244757,776830,431080,36847
1993:Q2,TopPt1,2371953,2403169,270878,135784,640354,32083,14705,622988,686378,31216,20392,245,10579
1993:Q2,RemainingTop1,3581295,3728801,608772,168821,957125,187852,142322,808626,855282,147505,105714,11059,30732
1993:Q2,Next9,8879868,9583141,2157474,457880,1239528,2037304,687019,1025987,1977948,703273,577453,64389,61431
1993:Q2,Next40,8904306,10657122,3669052,967269,619208,2308165,625798,594248,1873383,1752816,1394907,300569,57340
1993:Q2,Bottom50,936646,2229417,1073911,506692,52647,148041,87553,50879,309694,1292771,809880,442399,40492
1993:Q3,TopPt1,2454468,2485346,267331,134911,680260,29409,15305,637947,720184,30879,19681,211,10987
1993:Q3,RemainingTop1,3672771,3824367,605932,171116,1026643,179137,147771,835943,857824,151596,109525,10967,31104
1993:Q3,Next9,8972984,9674640,2150622,468573,1289982,2093910,705022,1027095,1939435,701656,574848,64913,61895
1993:Q3,Next40,9037911,10814497,3754403,973547,632776,2335827,644167,597480,1876297,1776587,1408583,307709,60295
1993:Q3,Bottom50,947061,2299293,1117732,517919,55294,148446,93937,51950,314016,1352232,845895,458869,47468
1993:Q4,TopPt1,2566138,2597214,264306,144334,720358,26781,15938,650112,775385,31076,19267,501,11308
1993:Q4,RemainingTop1,3782502,3937161,610461,171763,1096048,170060,151906,861911,875012,154659,112347,11163,31149
1993:Q4,Next9,9083287,9787238,2170034,471184,1340159,2147953,712121,1024350,1921437,703951,574084,68610,61257
1993:Q4,Next40,9144748,10951179,3819293,982773,646191,2361518,655329,599707,1886367,1806430,1419489,324462,62479
1993:Q4,Bottom50,942554,2351950,1142647,532194,57933,148774,99572,53064,317766,1409396,874488,481432,53476
1994:Q1,TopPt1,2615682,2645962,258221,164759,675716,24159,16419,669570,837119,30281,18489,135,11657
1994:Q1,RemainingTop1,3815959,3973104,622374,170036,1077540,161078,154710,891802,895564,157145,115703,10582,30860
1994:Q1,Next9,9106188,9797590,2213691,459457,1269174,2203287,713359,1027651,1910971,691402,567567,65159,58676
1994:Q1,Next40,9207097,11016150,3865238,986915,623691,2388095,660162,603265,1888784,1809053,1425540,319778,63735
1994:Q1,Bottom50,903871,2352819,1122845,544991,56381,149137,104362,54118,320985,1448948,902655,488223,58070
1994:Q2,TopPt1,2672172,2702818,253062,173479,650369,21560,17359,693451,893538,30646,18287,320,12039
1994:Q2,RemainingTop1,3866219,4025689,627419,170774,1077965,151886,159662,923995,913988,159470,118206,10591,30673
1994:Q2,Next9,9121793,9815022,2231873,461968,1224917,2257331,719800,1034138,1884994,693229,569435,67500,56294
1994:Q2,Next40,9285672,11121878,3940755,995246,609017,2413672,674826,607429,1880933,1836206,1438299,332614,65293
1994:Q2,Bottom50,887612,2389030,1137353,558147,55739,149460,110464,55131,322736,1501418,930889,507555,62974
1994:Q3,TopPt1,2745014,2775884,247691,173365,665245,18948,18371,711285,940980,30870,18010,586,12274
1994:Q3,RemainingTop1,3944497,4106230,621824,173270,1119692,142910,166154,953158,929222,161733,120957,10718,30058
1994:Q3,Next9,9186938,9881061,2216830,474116,1237450,2313644,737301,1033474,1868245,694123,570499,70811,52813
1994:Q3,Next40,9405949,11271540,4018231,1005190,611308,2440904,697770,609842,1888295,1865592,1451324,348370,65898
1994:Q3,Bottom50,911243,2468302,1189064,570572,57072,149850,117397,56225,328121,1557059,960756,529469,66834
1994:Q4,TopPt1,2838349,2870197,243277,178498,649736,16365,18797,729324,1034199,31848,17870,1162,12816
1994:Q4,RemainingTop1,4015261,4180449,620342,174519,1129028,133450,166949,982524,973637,165189,123355,11151,30683
1994:Q4,Next9,9195830,9899240,2215291,478467,1206081,2366365,725685,1031783,1875569,703411,572749,77268,53394
1994:Q4,Next40,9434297,11341606,4049746,1011242,600461,2465470,692576,611933,1910178,1907310,1464117,373557,69636
1994:Q4,Bottom50,912606,2533467,1233141,581410,56866,150132,120905,57333,333681,1620861,988352,558030,74479
1995:Q1,TopPt1,2943660,2974886,236979,187515,704794,13711,20048,743382,1068458,31226,17277,889,13060
1995:Q1,RemainingTop1,4131065,4297819,620558,175408,1211927,124947,175374,1010103,979502,166754,126218,10612,29924
1995:Q1,Next9,9342961,10033612,2217362,481689,1274472,2427462,753223,1024927,1854476,690650,567133,74623,48894
1995:Q1,Next40,9563713,11474202,4078138,1021204,619482,2496279,725155,612813,1921131,1910488,1468881,371665,69942
1995:Q1,Bottom50,937981,2595438,1262167,594880,60159,150670,128945,58514,340104,1657457,1012927,566758,77772
1995:Q2,TopPt1,3051414,3082513,231752,180562,764860,13138,21038,759530,1111633,31100,16573,1058,13469
1995:Q2,RemainingTop1,4272355,4442957,609502,178756,1299376,139234,183777,1038891,993420,170601,130044,10727,29830
1995:Q2,Next9,9418224,10104836,2177279,496676,1348777,2426252,788870,1018844,1848139,686612,563044,77280,46288
1995:Q2,Next40,9752356,11690523,4147407,1025772,640134,2569384,759174,613804,1934848,1938168,1480734,385460,71974
1995:Q2,Bottom50,986901,2706927,1342368,602565,63662,154035,136845,59690,347762,1720026,1048440,588601,82985
1995:Q3,TopPt1,3190982,3222726,223821,179396,842685,12570,22499,783133,1158622,31743,16318,1397,14028
1995:Q3,RemainingTop1,4426645,4601176,590206,180958,1404432,153511,193964,1071282,1006823,174531,132999,10915,30617
1995:Q3,Next9,9460545,10153529,2113354,505205,1446674,2421308,825934,1018760,1822294,692985,564573,81289,47123
1995:Q3,Next40,9787127,11762447,4070592,1029112,667593,2641600,800433,615980,1937137,1975320,1495583,403443,76294
1995:Q3,Bottom50,1024003,2808554,1415165,610352,67992,157360,145943,60775,350967,1784551,1080864,612555,91132
1995:Q4,TopPt1,3296870,3331800,226613,178293,922699,13795,24187,788426,1177786,34930,16448,2083,16399
1995:Q4,RemainingTop1,4544507,4724394,605354,181520,1472343,162008,205800,1068510,1028859,179887,136191,11760,31936
1995:Q4,Next9,9731841,10445883,2145385,512428,1570778,2465831,845495,1048024,1857942,714042,571953,91820,50269
1995:Q4,Next40,9979253,12000021,4107250,1044440,726000,2663947,841111,627906,1989367,2020768,1516536,426384,77848
1995:Q4,Bottom50,1017680,2820511,1404646,612625,73934,160778,149978,63665,354885,1802831,1079379,636113,87339
1996:Q1,TopPt1,3331559,3368516,228264,181067,961639,15072,25873,787696,1168905,36956,16755,1780,18421
1996:Q1,RemainingTop1,4608212,4793025,623622,181731,1497776,170215,217456,1062878,1039347,184814,139937,11555,33322
1996:Q1,Next9,9943718,10681273,2190671,518509,1636291,2507532,863680,1071058,1893532,737555,585149,92021,60385
1996:Q1,Next40,10185152,12231403,4162734,1063552,767067,2684200,881165,638540,2034144,2046251,1548185,419085,78981
1996:Q1,Bottom50,1010760,2824480,1385371,617584,77819,164136,153724,66652,359194,1813719,1088833,637766,87120
1996:Q2,TopPt1,3374399,3415121,230286,173283,1006778,16382,27292,791457,1169643,40722,17585,2153,20984
1996:Q2,RemainingTop1,4681369,4870467,633816,183211,1529506,178428,226849,1059255,1059402,189098,142301,11938,34859
1996:Q2,Next9,10102842,10869922,2208571,529858,1709519,2548860,870641,1098173,1904300,767080,603241,98737,65102
1996:Q2,Next40,10357057,12449032,4236368,1075598,810295,2704141,910188,650054,2062387,2091974,1579326,431277,81371
1996:Q2,Bottom50,1017465,2844011,1391767,616866,81966,167505,155952,69571,360385,1826547,1089755,652473,84319
1996:Q3,TopPt1,3367063,3411424,235877,169415,1005039,17729,28987,793817,1160560,44361,18491,2512,23358
1996:Q3,RemainingTop1,4707996,4900729,648918,184370,1513451,186581,237574,1055005,1074830,192733,144632,12299,35802
1996:Q3,Next9,10226604,11023615,2242236,540309,1716777,2589245,880516,1123783,1930749,797011,622522,105245,69244
1996:Q3,Next40,10489299,12626321,4281669,1091938,833479,2723346,945351,661284,2089253,2137022,1612000,442969,82053
1996:Q3,Bottom50,1029008,2867881,1399392,619143,83761,170869,158866,72515,363335,1838873,1091718,666822,80333
1996:Q4,TopPt1,3469800,3517140,239505,177121,1062760,19186,33556,812073,1172940,47340,19077,2995,25268
1996:Q4,RemainingTop1,4816091,5012822,671628,183309,1558187,193627,260885,1058151,1087036,196732,147461,12866,36405
1996:Q4,Next9,10509863,11335149,2310644,538626,1806204,2619879,914702,1164293,1980801,825286,637095,113288,74903
1996:Q4,Next40,10659450,12840463,4280200,1106623,881383,2735356,1037898,675696,2123307,2181013,1641004,459312,80697
1996:Q4,Bottom50,1026048,2882144,1387128,622251,88468,173973,169654,75200,365470,1856096,1093994,685417,76685
1997:Q1,TopPt1,3441708,3492370,243417,179508,1071761,20576,34607,836233,1106268,50662,19816,2612,28234
1997:Q1,RemainingTop1,4829639,5029832,688593,183456,1553703,202030,267794,1064222,1070034,200193,149436,12324,38433
1997:Q1,Next9,10640108,11484644,2353957,543855,1827679,2661415,910785,1210154,1976800,844537,651164,111513,81860
1997:Q1,Next40,10757949,12955185,4300329,1124137,908416,2755281,1055303,691332,2120387,2197236,1665040,447010,85186
1997:Q1,Bottom50,1041196,2885412,1377293,626088,90735,177416,169919,77793,366168,1844216,1087994,680717,75505
1997:Q2,TopPt1,3644936,3699311,247200,170668,1280709,21913,37890,851065,1089866,54375,20579,2822,30974
1997:Q2,RemainingTop1,5080436,5285204,701166,184849,1750208,211510,292832,1066186,1078453,204768,151917,12535,40316
1997:Q2,Next9,11137396,12011322,2376538,554079,2124628,2711541,998059,1247222,1999255,873926,667742,116392,89792
1997:Q2,Next40,11096550,13334749,4373308,1133737,1020069,2781433,1165841,705176,2155185,2238198,1695107,454351,88740
1997:Q2,Bottom50,1078863,2934620,1396956,623632,102893,181127,180624,80542,368845,1855757,1089242,691938,74577
1997:Q3,TopPt1,3774934,3831989,252788,163037,1402640,23295,40879,870311,1079039,57056,21698,3061,32297
1997:Q3,RemainingTop1,5255213,5463878,712809,186534,1858335,220664,314301,1070491,1100745,208665,154736,12831,41098
1997:Q3,Next9,11496677,12408754,2403423,566871,2300498,2758442,1063616,1288477,2027428,912078,692782,121742,97554
1997:Q3,Next40,11359492,13646803,4422095,1148987,1094688,2805150,1257924,720010,2197949,2287311,1738342,463267,85702
1997:Q3,Bottom50,1108667,2987574,1422204,624566,110716,184764,189159,83225,372940,1878907,1101722,704904,72281
1997:Q4,TopPt1,3862025,3924238,257407,174314,1433576,24780,42178,908998,1082985,62213,22887,3588,35738
1997:Q4,RemainingTop1,5352414,5564302,741507,185029,1876784,228709,320496,1084349,1127428,211888,155706,13180,43002
1997:Q4,Next9,11730653,12675660,2489641,563168,2352070,2795463,1044842,1347813,2082663,945007,711743,129271,103993
1997:Q4,Next40,11478183,13811566,4443200,1166064,1131586,2821529,1270160,738923,2240104,2333383,1764105,478021,91257
1997:Q4,Bottom50,1098161,2980738,1398535,629386,114109,188138,188758,85612,376201,1882577,1091918,720104,70555
1998:Q1,TopPt1,4106206,4172072,262543,169420,1680419,26017,45813,913989,1073871,65866,24174,3240,38452
1998:Q1,RemainingTop1,5650022,5864258,759863,186168,2107199,240169,347004,1082662,1141193,214237,157058,12603,44576
1998:Q1,Next9,12331470,13304499,2539069,572923,2697539,2860855,1135417,1376429,2122268,973030,734278,127494,111258
1998:Q1,Next40,11879887,14236717,4520450,1181041,1258101,2858672,1388901,751194,2278359,2356830,1796708,466066,94056
1998:Q1,Bottom50,1162077,3034778,1417745,630510,128009,192338,199988,88534,377654,1872701,1089225,714640,68836
1998:Q2,TopPt1,4184334,4253738,270358,168091,1716152,28547,46738,936365,1087487,69404,25050,3683,40671
1998:Q2,RemainingTop1,5777562,5996890,787144,186885,2131903,264114,354985,1089703,1182156,219328,160199,13172,45957
1998:Q2,Next9,12599598,13609042,2615095,580835,2757117,2929031,1139723,1421491,2165750,1009444,755861,135179,118404
1998:Q2,Next40,12098659,14512385,4637226,1198379,1297991,2873435,1412594,767212,2325548,2413726,1837120,482047,94559
1998:Q2,Bottom50,1156873,3058715,1428223,633518,131729,195121,200076,91195,378853,1901841,1101472,733664,66705
1998:Q3,TopPt1,3958342,4031630,283414,144865,1471376,31167,45431,943935,1111442,73288,26062,3998,43228
1998:Q3,RemainingTop1,5586158,5808959,793672,191556,1884494,286212,343821,1090190,1219014,222801,162924,13539,46338
1998:Q3,Next9,12356139,13397731,2624833,609584,2437428,2983222,1035654,1453666,2253344,1041591,778717,141281,121593
1998:Q3,Next40,12079075,14544424,4746546,1216820,1220452,2878588,1333738,780474,2367807,2465349,1877197,493400,94752
1998:Q3,Bottom50,1216246,3137355,1520792,633906,121761,197524,188903,94095,380375,1921109,1111256,748499,61354
1998:Q4,TopPt1,4279789,4349789,298227,158723,1759714,31288,48319,942163,1111356,70000,25244,3917,40839
1998:Q4,RemainingTop1,6038122,6270873,837783,204806,2197625,302582,371895,1109796,1246386,232751,169884,14236,48631
1998:Q4,Next9,13187210,14245621,2759014,596401,2924146,3026678,1198302,1450798,2290282,1058411,792157,141166,125088
1998:Q4,Next40,12492697,15031711,4786935,1229388,1393435,2943228,1485341,790820,2402564,2539014,1926244,513643,99127
1998:Q4,Bottom50,1214310,3177819,1510851,644446,136654,197456,207098,91409,389905,1963509,1135062,768309,60138
1999:Q1,TopPt1,4215515,4280818,308154,149563,1721165,31515,48276,912632,1109512,65302,24167,3250,37885
1999:Q1,RemainingTop1,6098038,6340660,857419,221679,2192122,317391,377353,1116051,1258644,242622,176941,14298,51383
1999:Q1,Next9,13312187,14377202,2807453,601995,2964309,3055958,1240897,1423248,2283342,1065015,801426,134737,128852
1999:Q1,Next40,12644550,15231330,4845625,1238497,1427442,2997529,1516732,795405,2410100,2586780,1970048,516103,100629
1999:Q1,Bottom50,1257912,3245597,1570685,649536,135599,196969,211869,89165,391774,1987685,1155055,774010,58620
1999:Q2,TopPt1,4347106,4408662,318564,154571,1850908,31676,48794,937316,1066833,61556,23112,2947,35497
1999:Q2,RemainingTop1,6337751,6592926,893557,236570,2353366,332889,388666,1148706,1239172,255176,184539,14846,55791
1999:Q2,Next9,13758161,14843955,2909349,599029,3235810,3090552,1315242,1446227,2247745,1085794,813708,132466,139620
1999:Q2,Next40,12924974,15584925,4963987,1254141,1534575,3055992,1577840,811461,2386929,2659951,2020510,531111,108330
1999:Q2,Bottom50,1240200,3275787,1578028,660534,142994,196634,219866,86291,391440,2035587,1181823,790210,63554
1999:Q3,TopPt1,4243565,4301125,331526,144365,1686776,31954,47025,992785,1066694,57559,22614,2837,32108
1999:Q3,RemainingTop1,6294416,6559152,918853,254097,2223181,346776,379079,1197100,1240066,264736,191568,15546,57622
1999:Q3,Next9,13723504,14832536,2972800,611080,3096196,3110364,1275480,1498985,2267630,1109031,835006,131960,142065
1999:Q3,Next40,13003096,15743128,5090369,1271134,1509844,3103693,1530958,834747,2402382,2740031,2080235,551672,108124
1999:Q3,Bottom50,1253439,3336295,1639622,670026,135746,195855,215774,83244,396028,2082856,1211836,809881,61139
1999:Q4,TopPt1,4648892,4704348,347105,148818,2062217,31926,48434,999646,1066202,55457,22673,2919,29865
1999:Q4,RemainingTop1,6818756,7094605,955203,268805,2633560,364518,403511,1221734,1247274,275849,196037,16121,63691
1999:Q4,Next9,14699427,15847835,3070992,607707,3716143,3163318,1429947,1507415,2352312,1148408,857050,132138,159220
1999:Q4,Next40,13493871,16315932,5154397,1285570,1730567,3176198,1659604,847614,2461981,2822060,2128172,574720,119168
1999:Q4,Bottom50,1311449,3431123,1668307,680193,155793,196062,230868,80838,419062,2119674,1220330,827724,71620
2000:Q1,TopPt1,4700796,4753711,357575,145935,2150014,32051,48873,973185,1046078,52915,22793,2437,27685
2000:Q1,RemainingTop1,7019367,7303991,996238,285247,2758378,380279,413643,1229537,1240669,284624,199610,15944,69070
2000:Q1,Next9,15083917,16261141,3176034,616204,3933408,3198234,1496674,1484938,2355650,1177224,876720,125807,174697
2000:Q1,Next40,13901774,16779594,5371140,1307156,1821895,3235526,1712896,852855,2478126,2877820,2168409,579455,129956
2000:Q1,Bottom50,1352557,3482189,1689611,693377,161479,195730,237890,78789,425312,2129631,1218680,830122,80829
2000:Q2,TopPt1,4569974,4619069,376928,146035,1973887,32275,47259,1020832,1021853,49095,22498,2467,24130
2000:Q2,RemainingTop1,6992350,7284108,1048711,301101,2617519,394809,408527,1275385,1238055,291757,205963,16741,69053
2000:Q2,Next9,15071974,16267352,3312193,621904,3773282,3221558,1482871,1533312,2322232,1195378,899699,126174,169505
2000:Q2,Next40,14060564,17017934,5574171,1328714,1790828,3286483,1689064,875579,2473094,2957370,2226833,604783,125754
2000:Q2,Bottom50,1357268,3523622,1727576,706954,153881,195048,236074,76208,427881,2166354,1243103,851606,71645
2000:Q3,TopPt1,4567679,4613586,388700,132693,1904536,32439,46704,1078476,1030038,45907,22293,2772,20842
2000:Q3,RemainingTop1,7076683,7377622,1083623,318803,2582450,410181,410658,1327243,1244664,300939,212130,17829,70980
2000:Q3,Next9,15257563,16483500,3389852,636402,3761030,3251583,1510577,1592462,2341594,1225937,923791,129166,172980
2000:Q3,Next40,14319276,17370649,5785096,1344903,1806246,3342634,1702299,901388,2488083,3051372,2285743,638674,126955
2000:Q3,Bottom50,1384645,3599988,1794073,715375,151590,194566,238293,73709,432382,2215342,1266490,878632,70220
2000:Q4,TopPt1,4353886,4395931,401769,141271,1567307,32727,43989,1095798,1113071,42046,21358,3141,17547
2000:Q4,RemainingTop1,6905953,7214466,1138988,333044,2263027,424097,395921,1358433,1300956,308513,219437,19145,69931
2000:Q4,Next9,15062975,16295165,3531626,633121,3340693,3267863,1446556,1613652,2461655,1232190,938245,133253,160692
2000:Q4,Next40,14388480,17521904,5976461,1364994,1679343,3388858,1631043,917726,2563480,3133424,2337081,676302,120041
2000:Q4,Bottom50,1334754,3587663,1785252,729327,134822,193664,230823,71577,442198,2252909,1289105,909426,54378
2001:Q1,TopPt1,4152598,4188598,423582,142865,1302742,32904,39814,1096432,1150260,36000,20390,2505,13105
2001:Q1,RemainingTop1,6789302,7102669,1216939,348231,2006533,439618,370015,1380847,1340486,313366,226494,19309,67563
2001:Q1,Next9,14931076,16158842,3732290,633891,3004875,3297623,1344612,1619039,2526511,1227766,950965,126817,149984
2001:Q1,Next40,14670196,17849473,6359994,1381574,1572260,3445299,1509053,929991,2651302,3179277,2384685,683319,111273
2001:Q1,Bottom50,1338970,3604327,1804930,740187,121051,193170,216457,69601,458931,2265357,1307091,917774,40492
2001:Q2,TopPt1,4290474,4321476,435959,137108,1417011,29870,40385,1125295,1135848,31002,19159,2037,9806
2001:Q2,RemainingTop1,7020051,7346273,1262116,364333,2162130,425310,380778,1418659,1332947,326222,236910,20119,69193
2001:Q2,Next9,15428619,16677838,3829905,637782,3260474,3365985,1404438,1652389,2526864,1249219,972550,123886,152783
2001:Q2,Next40,15055767,18329207,6551061,1392756,1679571,3521644,1563318,949658,2671199,3273440,2460651,700041,112748
2001:Q2,Bottom50,1337176,3674553,1846323,746816,128619,194230,223727,67546,467292,2337377,1360748,938166,38463
2001:Q3,TopPt1,4029833,4060375,447067,125595,1066962,26954,35992,1139747,1218059,30542,19931,1836,8775
2001:Q3,RemainingTop1,6724664,7065430,1302089,381469,1792774,409215,353044,1448805,1378033,340766,242096,20559,78111
2001:Q3,Next9,15046831,16358485,3903339,647392,2753022,3420746,1299868,1671935,2662182,1311654,1011907,120845,178902
2001:Q3,Next40,14992712,18378100,6742897,1404204,1498073,3588192,1435972,965764,2742998,3385388,2534970,719049,131369
